No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,wd,WSPM,AQI,AQI_Category
32077.0,2016.0,10.0,27.0,12.0,34.0,108.0,3.0,34.0,800.0,6.0,9.45,1017.75,2.6,Sw,0.2,106.0,Moderate
32078.0,2016.0,10.0,27.0,13.0,38.0,101.0,2.0,32.0,-1392.0460264630833,,8.2,1016.5,5.0,Sw,0.9,101.0,Moderate
32079.0,2016.0,10.0,27.0,14.0,47.0,69.0,2.0,39.0,1000.0,2.0,7.6,1016.5,5.7,E,,78.0,Satisfactory
32080.0,2016.0,10.0,27.0,15.0,43.0,,2.0,36.0,800.0,2.0,7.45,1016.25,5.7,wnw,0.7,71.0,Satisfactory
32081.0,2016.0,10.0,27.0,16.0,47.0,49.0,,,800.0,2.0,7.46,1016.0,6.3,ESE,1.2,78.0,Satisfactory
32082.0,2016.0,10.0,27.0,17.0,51.0,51.0,2.0,38.0,800.0,2.0,7.375,1016.0,6.6,SsE,,85.0,Satisfactory
32083.0,2016.0,10.0,8.0,18.0,46.0,54.0,2.0,35.0,600.0,2.0,7.33333333333333,1017.0,6.7,nne,,76.0,Satisfactory
32084.0,2016.0,10.0,27.0,19.0,,,2.0,-50.54154295060326,600.0,2.0,7.4,1017.0,6.8,ENE,0.7,66.0,Satisfactory
32085.0,2016.0,7.0,27.0,20.0,38.0,44.0,2.0,,,2.0,7.675,1018.0,7.0,Nnw,0.7,63.0,Satisfactory
32086.0,2016.0,10.0,27.0,21.0,18.0,18.0,2.0,20.0,300.0,5.0,7.925,1018.0,6.5,SsE,1.0,30.0,Good
32087.0,2016.0,10.0,27.0,22.0,12.0,12.0,-19.479077724030905,16.0,100.0,7.0,8.075,1018.0,6.7,wnw,1.1,20.0,Good
32088.0,2016.0,10.0,27.0,23.0,19.0,19.0,2.0,,300.0,4.0,7.55,1018.0,6.2,Nw,2.1,32.0,Good
32089.0,2016.0,10.0,28.0,0.0,15.0,15.0,2.0,24.0,300.0,2.0,7.075,1018.0,6.0,WnW,2.2,30.0,Good
32090.0,2016.0,10.0,28.0,1.0,10.0,15.0,2.0,24.0,,5.0,7.44,1018.0,5.7,Se,1.4,35.0,Good
32091.0,2016.0,10.0,28.0,2.0,15.0,15.0,6.0,12.0,100.0,13.0,7.1,1017.9,4.7,SW,1.0,25.0,Good
32092.0,2016.0,10.0,28.0,3.0,18.0,18.0,2.0,13.0,100.0,15.0,6.4,1017.5,3.9,Se,1.0,30.0,Good
32093.0,2016.0,10.0,28.0,4.0,13.0,,11.0,9.0,100.0,13.0,5.4,1017.3,4.0,ene,0.5,22.0,Good
32094.0,2016.0,10.0,28.0,5.0,12.0,12.0,2.0,17.0,100.0,17.0,9.4,1018.2,-2.3,ese,4.7,21.0,Good
32095.0,2016.0,10.0,28.0,6.0,795.6315748313708,11.0,5.0,20.0,100.0,31.0,8.3,1018.5,-3.6,S,4.4,31.0,Good
32096.0,2016.0,10.0,28.0,7.0,12.0,16.0,6.0,,100.0,27.0,6.8,1019.8,-1.9,ese,1.8,28.0,Good
32097.0,2016.0,10.0,28.0,8.0,9.0,61.0,225.2858820025741,,100.0,14.0,8.5,1021.2,-1.6,S,1.3,61.0,Satisfactory
32098.0,2016.0,10.0,28.0,9.0,25.0,25.0,3.0,,,21.0,9.1,1021.8,139.72168341311215,wsw,3.3,42.0,Good
32099.0,2016.0,10.0,28.0,10.0,13.0,13.0,2.0,15.0,100.0,42.0,9.8,1022.3,-6.6,nw,2.9,42.0,Good
32100.0,2016.0,10.0,28.0,11.0,12.0,12.0,2.0,21.0,,47.0,10.2,1022.3,-7.1,W,3.0,47.0,Good
32101.0,2016.0,10.0,28.0,7.0,6.0,10.0,,16.0,100.0,49.0,12.1,1022.0,-6.4,Se,4.3,49.0,Good
32102.0,2016.0,10.0,28.0,13.0,3.0,7.0,2.0,,100.0,52.0,12.9,1021.1,-7.2,WsW,3.5,52.0,Satisfactory
32103.0,2016.0,10.0,28.0,14.0,9.0,9.0,,12.0,100.0,54.0,12.5,1020.6,-9.9,S,4.1,54.0,Satisfactory
32104.0,2016.0,10.0,28.0,15.0,3.0,6.0,,12.0,100.0,54.0,11.9,1020.6,-11.7,wsw,5.0,54.0,Satisfactory
32105.0,2016.0,10.0,28.0,16.0,,13.0,2.0,14.0,100.0,53.0,11.3,1020.7,-10.9,E,4.2,53.0,Satisfactory
32106.0,2016.0,10.0,28.0,17.0,6.0,29.0,,,100.0,58.0,9.9,1021.1,-9.8,s,2.4,58.0,Satisfactory
32107.0,2016.0,10.0,28.0,18.0,14.0,,2.0,,,49.0,8.4,1021.8,139.72168341311215,ESE,1.3,49.0,Good
32108.0,2016.0,7.0,28.0,19.0,7.0,38.0,2.0,24.0,100.0,,7.6,1022.6,-5.2,ne,0.8,38.0,Good
32109.0,2016.0,10.0,28.0,20.0,19.0,44.0,2.0,23.0,100.0,27.0,6.5,1023.2,-4.6,wnw,1.0,44.0,Good
32110.0,2016.0,10.0,28.0,21.0,32.0,56.0,,27.0,100.0,,6.8,1023.5,-3.7,WSW,1.0,56.0,Satisfactory
,2016.0,10.0,28.0,22.0,,41.0,2.0,30.0,,15.0,5.5,,-2.4,W,0.8,41.0,Good
32112.0,2016.0,10.0,28.0,23.0,19.0,19.0,2.0,29.0,12165.106651990933,19.0,5.0,1023.9,-3.3,E,1.4,36.0,Good
32113.0,2016.0,10.0,29.0,0.0,13.0,41.0,2.0,18.0,100.0,27.0,3.7,1024.1,-3.4,E,0.9,41.0,Good
,2016.0,10.0,29.0,1.0,11.0,25.0,2.0,22.0,100.0,21.0,4.9,1023.9,-6.1,WnW,1.4,28.0,Good
32115.0,2016.0,10.0,29.0,2.0,20.0,24.0,2.0,22.0,100.0,20.0,3.3,1024.2,-5.6,nnw,1.8,33.0,Good
32116.0,2016.0,10.0,29.0,3.0,10.0,-112.54314882272872,2.0,18.0,100.0,26.0,2.7,1024.0,-6.2,Se,1.3,26.0,Good
32117.0,2016.0,10.0,29.0,4.0,,8.0,2.0,11.0,100.0,34.0,1.7,1024.1,-6.4,nne,1.8,34.0,Good
32118.0,2016.0,7.0,29.0,5.0,8.0,23.0,2.0,19.0,100.0,21.0,1.9,1024.2,-6.7,WsW,1.4,24.0,Good
32119.0,2016.0,10.0,29.0,6.0,16.0,23.0,2.0,31.0,100.0,9.0,0.4,1024.5,-5.2,Wsw,1.0,39.0,Good
32120.0,2016.0,10.0,29.0,7.0,19.0,927.1583997670172,2.0,38.0,100.0,,0.3,1024.5,-4.9,SE,1.2,48.0,Good
32121.0,2016.0,10.0,29.0,8.0,15.0,17.0,2.0,,-1392.0460264630833,11.0,127.27654148446612,1110.0343441122984,,wnw,0.5,35.0,Good
32122.0,2016.0,10.0,29.0,9.0,27.0,45.0,,38.0,300.0,,5.8,1024.9,-5.2,nne,0.8,48.0,Good
32123.0,2016.0,7.0,29.0,10.0,16.0,44.0,8.0,41.0,100.0,,7.6,1024.4,-8.1,se,,51.0,Satisfactory
32124.0,2016.0,10.0,29.0,11.0,19.0,29.0,4.0,37.0,100.0,19.0,8.7,1023.8,-7.1,S,1.4,46.0,Good
32125.0,2016.0,10.0,29.0,12.0,,47.0,5.0,40.0,100.0,,9.4,1022.4,-5.3,WnW,1.5,50.0,Good
32126.0,2016.0,10.0,29.0,13.0,30.0,66.0,8.0,,,,10.9,1021.1,139.72168341311215,Ese,1.9,66.0,Satisfactory
32127.0,2016.0,10.0,29.0,14.0,33.0,63.0,,39.0,100.0,29.0,12.2,1019.5,-3.6,e,1.3,63.0,Satisfactory
32128.0,2016.0,10.0,29.0,15.0,,54.0,11.0,,100.0,,12.4,1018.9,-3.9,wnw,1.8,54.0,Satisfactory
32129.0,2016.0,10.0,29.0,16.0,32.0,47.0,,25.0,100.0,58.0,12.0,1018.2,139.72168341311215,W,2.8,58.0,Satisfactory
32130.0,2016.0,10.0,29.0,17.0,24.0,49.0,6.0,30.0,,38.0,,1017.7,-4.9,SSW,2.3,49.0,Good
32131.0,2016.0,10.0,29.0,18.0,,70.0,3.0,,100.0,27.0,9.5,1017.5,-4.9,sse,1.0,70.0,Satisfactory
32132.0,2016.0,10.0,29.0,19.0,33.0,79.0,2.0,46.0,,17.0,9.1,1017.7,-3.5,Ssw,1.0,79.0,Satisfactory
32133.0,2016.0,10.0,29.0,20.0,48.0,101.0,2.0,58.0,-1392.0460264630833,6.0,5.4,1017.7,-2.0,Sw,0.9,101.0,Moderate
32134.0,2016.0,10.0,29.0,21.0,48.0,107.0,2.0,60.0,300.0,,4.9,1017.9,-1.8,Se,1.2,105.0,Moderate
,2016.0,10.0,29.0,22.0,44.0,86.0,2.0,48.0,200.0,5.0,4.8,1110.0343441122984,-2.1,SsW,1.0,86.0,Satisfactory
32136.0,2016.0,10.0,29.0,23.0,42.0,61.0,,34.0,,12.0,,1017.3,-2.1,SW,1.1,70.0,Satisfactory
32137.0,2016.0,10.0,30.0,0.0,46.0,61.0,2.0,29.0,100.0,16.0,2.7,1016.8,-1.5,WNW,0.7,76.0,Satisfactory
32138.0,2016.0,10.0,30.0,1.0,35.0,55.0,2.0,29.0,600.0,,2.8,1016.4,-1.9,se,1.3,58.0,Satisfactory
32139.0,2016.0,10.0,30.0,2.0,42.0,87.0,14.0,38.0,200.0,2.0,2.1,1110.0343441122984,-1.5,NnE,1.3,87.0,Satisfactory
32140.0,2016.0,10.0,30.0,3.0,39.0,81.0,,43.0,300.0,2.0,1.1,1015.4,-1.5,nnw,1.4,81.0,Satisfactory
32141.0,2016.0,10.0,30.0,4.0,44.0,68.0,13.0,-50.54154295060326,100.0,2.0,127.27654148446612,1015.0,-1.2,ESE,0.6,73.0,Satisfactory
32142.0,2016.0,10.0,30.0,5.0,35.0,62.0,2.0,40.0,300.0,,0.9,1014.7,-1.3,nw,1.1,62.0,Satisfactory
32143.0,2016.0,7.0,30.0,6.0,43.0,80.0,3.0,42.0,900.0,2.0,1.7,1014.5,-0.7,WnW,0.9,80.0,Satisfactory
32144.0,2016.0,10.0,30.0,7.0,43.0,71.0,,41.0,700.0,2.0,2.1,1014.6,-0.5,EsE,0.6,71.0,Satisfactory
32145.0,2016.0,10.0,30.0,8.0,47.0,95.0,3.0,45.0,700.0,2.0,3.1,1015.2,-0.2,E,1.0,95.0,Satisfactory
32146.0,2016.0,10.0,30.0,9.0,57.0,100.0,7.0,56.0,700.0,3.0,6.5,1015.7,-0.9,ese,0.7,100.0,Satisfactory
32147.0,2016.0,10.0,30.0,10.0,56.0,105.0,11.0,63.0,500.0,5.0,8.4,1015.8,,W,1.1,104.0,Moderate
32148.0,2016.0,10.0,30.0,11.0,68.0,136.0,12.0,73.0,,-69.59401846428396,,1110.0343441122984,0.2,w,1.3,125.0,Moderate
32149.0,2016.0,10.0,30.0,12.0,,,12.0,68.0,400.0,9.0,9.9,1015.6,0.2,WnW,0.9,142.0,Moderate
32150.0,2016.0,10.0,30.0,13.0,79.0,120.0,14.0,63.0,500.0,12.0,12.8,,-0.5,Se,4.7,162.0,Moderate
32151.0,2016.0,10.0,30.0,14.0,28.0,,,30.0,100.0,39.0,9.5,1016.2,0.1,nne,5.7,91.0,Satisfactory
32152.0,2016.0,10.0,30.0,15.0,5.0,6.0,2.0,16.0,100.0,55.0,9.7,1016.9,-2.6,Wnw,4.7,55.0,Satisfactory
32153.0,2016.0,10.0,30.0,16.0,9.0,,2.0,14.0,100.0,,9.1,1017.8,,Sw,3.5,58.0,Satisfactory
32154.0,2016.0,10.0,30.0,17.0,4.0,13.0,2.0,14.0,100.0,,8.6,1018.9,139.72168341311215,ne,3.7,55.0,Satisfactory
32155.0,2016.0,10.0,30.0,18.0,10.0,10.0,,14.0,100.0,51.0,7.9,1020.2,-7.4,ENE,2.2,51.0,Satisfactory
32156.0,2016.0,10.0,30.0,7.0,11.0,11.0,2.0,-50.54154295060326,,49.0,7.3,1021.6,-8.7,Wnw,1.6,49.0,Good
32157.0,2016.0,10.0,30.0,20.0,11.0,11.0,2.0,10.0,-1392.0460264630833,52.0,6.9,1022.8,-10.8,W,5.0,52.0,Satisfactory
32158.0,2016.0,10.0,30.0,21.0,9.0,13.0,2.0,9.0,,,5.8,,-12.8,WNW,6.7,53.0,Satisfactory
32159.0,2016.0,7.0,30.0,22.0,3.0,24.0,2.0,11.0,100.0,54.0,4.7,1110.0343441122984,-15.3,Ne,5.9,54.0,Satisfactory
32160.0,2016.0,7.0,30.0,23.0,3.0,25.0,2.0,9.0,100.0,57.0,3.7,1026.3,-19.2,S,,57.0,Satisfactory
32161.0,2016.0,10.0,31.0,0.0,3.0,6.0,2.0,8.0,100.0,56.0,,,-20.1,S,4.8,56.0,Satisfactory
32162.0,2016.0,10.0,31.0,1.0,5.0,13.0,2.0,7.0,100.0,54.0,,1027.1,-20.3,E,4.8,54.0,Satisfactory
,2016.0,10.0,31.0,2.0,4.0,-112.54314882272872,2.0,3.0,100.0,57.0,1.0,1028.1,-21.4,se,3.9,57.0,Satisfactory
32164.0,2016.0,10.0,31.0,3.0,3.0,11.0,2.0,2.0,100.0,56.0,-0.1,1028.9,-20.4,E,14.95458546289305,56.0,Satisfactory
32165.0,2016.0,10.0,31.0,4.0,3.0,10.0,,4.0,100.0,52.0,-0.3,1029.3,-21.8,E,2.3,52.0,Satisfactory
32166.0,2016.0,10.0,31.0,5.0,6.0,9.0,2.0,,,52.0,-0.4,1029.6,-22.5,S,4.2,52.0,Satisfactory
32167.0,2016.0,10.0,31.0,6.0,3.0,9.0,2.0,6.0,100.0,49.0,,1030.2,-22.2,SsE,4.1,49.0,Good
32168.0,2016.0,10.0,31.0,7.0,4.0,11.0,2.0,12.0,100.0,42.0,-1.3,1030.4,-20.3,Nw,3.3,42.0,Good
32169.0,2016.0,10.0,31.0,8.0,6.0,27.0,2.0,15.0,100.0,39.0,-0.1,1110.0343441122984,-18.8,Se,1.5,39.0,Good
32170.0,2016.0,10.0,31.0,9.0,10.0,17.0,3.0,17.0,12165.106651990933,36.0,1.2,1031.1,-19.9,ENE,4.1,36.0,Good
32171.0,2016.0,10.0,31.0,10.0,6.0,927.1583997670172,5.0,15.0,100.0,41.0,2.3,1030.6,-18.4,w,4.2,41.0,Good
32172.0,2016.0,7.0,8.0,11.0,11.0,12.0,6.0,16.0,100.0,43.0,3.5,1029.9,-18.0,Sw,3.9,43.0,Good
32173.0,2016.0,10.0,31.0,12.0,,32.0,5.0,,100.0,45.0,4.5,1028.7,-17.2,EsE,3.7,45.0,Good
32174.0,2016.0,10.0,31.0,13.0,3.0,,5.0,,500.0,51.0,5.1,1027.4,-18.0,Wsw,4.6,51.0,Satisfactory
32175.0,2016.0,10.0,31.0,14.0,8.0,21.0,6.0,15.0,400.0,,5.9,1026.5,-17.4,E,4.8,48.0,Good
32176.0,2016.0,10.0,31.0,15.0,22.0,36.0,6.0,18.0,,45.0,6.0,1026.1,-17.3,wnw,4.4,45.0,Good
32177.0,2016.0,10.0,31.0,16.0,10.0,10.0,2.0,2.0,9100.0,6.0,5.8,1026.1,-16.8,nw,3.7,189.0,Moderate
32178.0,2016.0,10.0,31.0,17.0,-86.80151781696924,,,7.0,300.0,13.0,4.5,1026.1,-16.6,s,3.8,42.0,Good
32179.0,2016.0,7.0,31.0,18.0,20.0,44.0,,10.0,12165.106651990933,,3.6,1026.5,,n,2.8,44.0,Good
32180.0,2016.0,10.0,31.0,19.0,36.0,56.0,,28.0,400.0,,3.5,1027.0,-15.7,Sw,2.6,59.0,Satisfactory
32181.0,2016.0,10.0,31.0,20.0,31.0,48.0,,48.0,600.0,16.0,1.3,1027.5,-13.2,E,0.9,60.0,Satisfactory
32182.0,2016.0,10.0,31.0,21.0,33.0,57.0,,,600.0,9.0,-0.5,1027.6,-11.0,WnW,1.3,66.0,Satisfactory
,2016.0,10.0,31.0,22.0,32.0,56.0,,46.0,600.0,10.0,-1.4,1028.1,-10.0,NNE,0.7,57.0,Satisfactory
32184.0,2016.0,10.0,8.0,23.0,32.0,45.0,,37.0,500.0,15.0,-1.4,1028.2,-10.2,nw,1.4,53.0,Satisfactory
32185.0,2016.0,11.0,1.0,0.0,25.0,42.0,,30.0,500.0,18.0,-2.4,1028.1,-10.0,wnw,1.2,42.0,Good
32186.0,2016.0,11.0,1.0,1.0,,42.0,,26.0,,13.0,-1.5,1028.0,-10.8,SsW,1.7,50.0,Good
32187.0,2016.0,11.0,1.0,2.0,30.0,31.0,,20.0,200.0,,-1.8,1027.9,-10.9,Wnw,2.0,50.0,Good
32188.0,2016.0,11.0,1.0,3.0,,25.0,,,500.0,10.0,-0.7,1027.5,-12.0,Nw,0.9,38.0,Good
32189.0,2016.0,11.0,1.0,4.0,-86.80151781696924,,,30.0,,2.0,-2.4,1027.3,-10.2,ese,1.9,47.0,Good
32190.0,2016.0,11.0,1.0,5.0,15.0,28.0,,42.0,,3.0,-3.7,1027.1,-9.3,nnw,0.3,52.0,Satisfactory
32191.0,2016.0,11.0,1.0,6.0,22.0,34.0,-19.479077724030905,,800.0,4.0,-3.4,1027.2,-9.4,ese,1.3,55.0,Satisfactory
32192.0,2016.0,11.0,1.0,7.0,15.0,28.0,,,12165.106651990933,6.0,-2.5,1027.2,-10.5,se,1.5,55.0,Satisfactory
32193.0,2016.0,11.0,1.0,8.0,24.0,50.0,,45.0,900.0,7.0,-0.3,1027.2,-10.0,Nw,1.5,56.0,Satisfactory
32194.0,2016.0,11.0,1.0,7.0,795.6315748313708,57.0,,48.0,1000.0,7.0,1.9,1027.2,-11.3,NnW,1.1,60.0,Satisfactory
32195.0,2016.0,11.0,1.0,10.0,29.0,,,,,12.0,,1026.8,-14.0,Nnw,1.1,56.0,Satisfactory
32196.0,2016.0,11.0,1.0,11.0,28.0,38.0,,49.0,700.0,13.0,4.0,1026.0,-12.5,Ene,1.1,61.0,Satisfactory
32197.0,2016.0,11.0,1.0,12.0,42.0,87.0,,26.0,600.0,4.0,4.9,1025.0,-12.1,N,1.3,87.0,Satisfactory
32198.0,2016.0,11.0,1.0,13.0,795.6315748313708,,9.0,,1000.0,9.0,6.3,1023.6,-10.5,SE,2.1,66.0,Satisfactory
32199.0,2016.0,11.0,8.0,14.0,40.0,71.0,12.0,60.0,800.0,17.0,6.8,1022.4,-9.6,ESE,2.0,75.0,Satisfactory
32200.0,2016.0,11.0,1.0,15.0,46.0,78.0,10.0,56.0,-1392.0460264630833,21.0,7.1,1021.8,-10.2,W,1.5,78.0,Satisfactory
32201.0,2016.0,7.0,1.0,16.0,47.0,76.0,10.0,-50.54154295060326,500.0,28.0,6.7,1021.4,-9.3,WSW,1.9,78.0,Satisfactory
32202.0,2016.0,11.0,1.0,17.0,57.0,86.0,10.0,,500.0,36.0,6.0,1021.0,-8.3,S,1.2,95.0,Satisfactory
32203.0,2016.0,11.0,1.0,18.0,59.0,96.0,,70.0,700.0,11.0,3.5,1021.2,-7.3,wnw,0.9,98.0,Satisfactory
32204.0,2016.0,11.0,1.0,19.0,75.0,111.0,7.0,79.0,1100.0,2.0,3.6,1021.6,-7.8,nnw,0.9,149.0,Moderate
32205.0,2016.0,11.0,1.0,20.0,,,6.0,69.0,900.0,3.0,2.9,1021.7,-7.9,wnw,0.9,111.0,Moderate
32206.0,2016.0,11.0,1.0,21.0,,85.0,5.0,63.0,900.0,,1.0,1021.8,-7.0,WnW,0.5,100.0,Satisfactory
32207.0,2016.0,11.0,1.0,22.0,62.0,84.0,5.0,59.0,900.0,6.0,0.6,1021.6,-7.0,Ese,1.0,104.0,Moderate
32208.0,2016.0,11.0,1.0,23.0,,86.0,4.0,54.0,900.0,7.0,-0.1,1021.5,,nne,1.0,115.0,Moderate
32209.0,2016.0,11.0,2.0,0.0,76.0,94.0,3.0,60.0,1300.0,3.0,-0.3,1021.1,-6.5,Sw,1.0,152.0,Moderate
32210.0,2016.0,11.0,8.0,1.0,,74.0,3.0,43.0,700.0,,-0.6,1020.6,-6.2,NnW,0.8,111.0,Moderate
32211.0,2016.0,11.0,2.0,2.0,64.0,73.0,3.0,,700.0,7.0,0.0,1020.1,-5.8,WsW,0.4,111.0,Moderate
32212.0,2016.0,11.0,2.0,3.0,65.0,71.0,2.0,49.0,,3.0,-0.5,1019.4,-5.7,S,0.5,115.0,Moderate
32213.0,2016.0,11.0,2.0,4.0,62.0,71.0,2.0,54.0,1000.0,2.0,-0.4,1019.0,-5.0,ssw,0.7,104.0,Moderate
32214.0,2016.0,11.0,2.0,5.0,56.0,71.0,2.0,52.0,1100.0,2.0,,1018.6,-5.5,EnE,0.7,93.0,Satisfactory
32215.0,2016.0,11.0,2.0,6.0,58.0,,2.0,49.0,1000.0,2.0,-1.8,1018.2,-5.5,ene,0.9,97.0,Satisfactory
32216.0,2016.0,11.0,2.0,7.0,60.0,80.0,2.0,50.0,1200.0,2.0,-2.1,1018.2,-5.4,s,1.3,100.0,Satisfactory
32217.0,2016.0,11.0,2.0,8.0,70.0,130.0,3.0,48.0,1500.0,2.0,-0.4,1018.4,-5.2,ne,1.2,132.0,Moderate
32218.0,2016.0,11.0,2.0,9.0,93.0,,9.0,63.0,1900.0,,2.1,1018.5,-5.3,NNW,,208.0,Poor
32219.0,2016.0,11.0,2.0,10.0,83.0,122.0,12.0,,1200.0,4.0,4.9,1018.0,-5.5,W,,176.0,Moderate
32220.0,2016.0,11.0,2.0,11.0,97.0,157.0,13.0,-50.54154295060326,1400.0,-69.59401846428396,6.3,1017.3,-4.8,Ssw,1.7,221.0,Poor
32221.0,2016.0,11.0,2.0,12.0,94.0,137.0,12.0,79.0,1100.0,8.0,8.1,1016.3,-4.1,ene,1.9,211.0,Poor
32222.0,2016.0,11.0,2.0,13.0,101.0,149.0,13.0,86.0,1200.0,,12.4,1014.8,139.72168341311215,E,1.5,235.0,Poor
32223.0,2016.0,11.0,2.0,14.0,59.0,88.0,10.0,53.0,600.0,,14.6,1013.8,,N,4.8,98.0,Satisfactory
32224.0,2016.0,11.0,2.0,15.0,31.0,79.0,225.2858820025741,37.0,400.0,-69.59401846428396,15.0,,-8.5,Se,4.3,79.0,Satisfactory
32225.0,2016.0,11.0,2.0,16.0,,57.0,,33.0,300.0,51.0,14.5,1013.7,-9.6,Sse,4.5,57.0,Satisfactory
32226.0,2016.0,11.0,2.0,17.0,26.0,,8.0,41.0,,43.0,13.4,1013.6,-9.1,Wnw,,63.0,Satisfactory
32227.0,2016.0,11.0,2.0,18.0,26.0,44.0,,31.0,400.0,52.0,12.6,1013.7,-9.2,Se,2.8,52.0,Satisfactory
32228.0,2016.0,11.0,2.0,19.0,21.0,,9.0,63.0,600.0,21.0,10.6,1013.9,-8.1,S,1.5,79.0,Satisfactory
32229.0,2016.0,11.0,2.0,20.0,87.0,193.0,5.0,96.0,,2.0,8.4,1014.4,-2.6,n,2.1,190.0,Moderate
32230.0,2016.0,11.0,2.0,21.0,113.0,193.0,-19.479077724030905,95.0,1500.0,2.0,6.3,1014.5,,SsW,14.95458546289305,276.0,Poor
32231.0,2016.0,11.0,2.0,22.0,115.0,181.0,4.0,,1700.0,2.0,4.4,1014.8,-3.9,S,1.7,283.0,Poor
32232.0,2016.0,11.0,2.0,23.0,97.0,132.0,3.0,75.0,1600.0,2.0,3.1,1014.5,-4.6,N,0.5,221.0,Poor
32233.0,2016.0,11.0,3.0,0.0,65.0,71.0,2.0,57.0,,5.0,2.7,1014.3,-4.5,w,2.0,115.0,Moderate
32234.0,2016.0,11.0,3.0,1.0,60.0,927.1583997670172,3.0,47.0,1900.0,4.0,1.9,1013.9,-4.6,WSW,0.7,100.0,Satisfactory
32235.0,2016.0,11.0,3.0,2.0,41.0,44.0,18.0,27.0,700.0,2.0,0.9,1013.3,-4.2,EnE,0.5,68.0,Satisfactory
32236.0,2016.0,11.0,3.0,3.0,46.0,60.0,5.0,32.0,1200.0,2.0,0.9,1013.3,-4.5,Se,1.8,76.0,Satisfactory
32237.0,2016.0,11.0,3.0,4.0,50.0,80.0,,39.0,900.0,2.0,0.6,1012.7,-4.4,Ese,1.1,83.0,Satisfactory
32238.0,2016.0,11.0,3.0,5.0,53.0,91.0,4.0,65.0,1400.0,2.0,,1012.0,-4.1,SSE,0.7,91.0,Satisfactory
32239.0,2016.0,11.0,3.0,6.0,,65.0,2.0,55.0,1200.0,,0.6,1011.7,-4.2,SE,,76.0,Satisfactory
32240.0,2016.0,11.0,3.0,7.0,49.0,60.0,2.0,56.0,1100.0,2.0,0.1,1011.5,-4.2,se,0.6,81.0,Satisfactory
32241.0,2016.0,11.0,3.0,8.0,58.0,96.0,2.0,55.0,1300.0,2.0,1.8,1011.8,-3.3,nw,1.0,97.0,Satisfactory
32242.0,2016.0,11.0,3.0,9.0,,106.0,9.0,64.0,1700.0,2.0,5.1,1011.2,-3.0,ENE,1.0,108.0,Moderate
,2016.0,11.0,3.0,10.0,98.0,158.0,10.0,,1600.0,6.0,7.8,1010.7,-1.2,EsE,1.5,225.0,Poor
32244.0,2016.0,11.0,3.0,11.0,117.0,181.0,14.0,90.0,1500.0,,9.3,1009.9,-0.9,EsE,1.3,290.0,Poor
32245.0,2016.0,11.0,3.0,12.0,154.0,224.0,19.0,115.0,1700.0,7.0,10.4,1008.7,0.1,n,1.9,326.0,Very Poor
32246.0,2016.0,7.0,3.0,13.0,174.0,237.0,24.0,114.0,1700.0,14.0,12.2,1007.3,0.3,Sw,1.3,461.0,Severe
32247.0,2016.0,11.0,3.0,14.0,,218.0,25.0,108.0,1600.0,24.0,12.7,1006.1,0.4,E,1.7,455.0,Severe
32248.0,2016.0,11.0,3.0,15.0,177.0,223.0,22.0,-50.54154295060326,1700.0,20.0,13.2,1005.6,0.6,E,1.0,478.0,Severe
32249.0,2016.0,11.0,3.0,16.0,,225.0,16.0,130.0,1700.0,11.0,13.1,1005.2,0.5,WsW,0.5,476.0,Severe
32250.0,2016.0,11.0,3.0,17.0,172.0,210.0,7.0,136.0,1900.0,3.0,10.8,1005.2,1.6,Se,0.7,462.0,Severe
32251.0,2016.0,11.0,3.0,18.0,191.0,234.0,,149.0,2500.0,2.0,8.8,1005.5,1.9,W,1.2,482.0,Severe
32252.0,2016.0,11.0,3.0,19.0,264.0,360.0,5.0,154.0,2900.0,2.0,8.5,1005.9,3.9,ene,1.8,406.0,Severe
,2016.0,11.0,3.0,20.0,278.0,360.0,,141.0,2900.0,,6.7,,2.6,ENE,1.3,412.0,Severe
32254.0,2016.0,11.0,3.0,21.0,,322.0,3.0,134.0,3100.0,2.0,4.8,1005.8,,N,1.2,402.0,Severe
32255.0,2016.0,11.0,8.0,22.0,206.0,228.0,2.0,118.0,2800.0,2.0,3.9,1005.9,0.9,E,0.7,463.0,Severe
32256.0,2016.0,7.0,3.0,23.0,174.0,176.0,2.0,111.0,2400.0,2.0,127.27654148446612,1005.5,1.0,NNE,1.0,466.0,Severe
32257.0,2016.0,11.0,4.0,0.0,209.0,233.0,,109.0,3700.0,2.0,3.0,1005.0,0.7,NNW,1.2,473.0,Severe
32258.0,2016.0,11.0,4.0,1.0,211.0,228.0,2.0,97.0,3100.0,2.0,2.5,1004.6,0.9,SSW,0.3,454.0,Severe
32259.0,2016.0,11.0,4.0,2.0,179.0,204.0,2.0,99.0,3000.0,2.0,2.5,1004.1,0.7,NNW,1.6,441.0,Severe
32260.0,2016.0,11.0,4.0,3.0,180.0,213.0,2.0,104.0,-1392.0460264630833,2.0,2.4,1003.7,0.8,Nne,1.5,426.0,Severe
32261.0,2016.0,11.0,4.0,4.0,165.0,208.0,2.0,103.0,2700.0,2.0,2.1,1003.0,0.5,WNW,1.4,411.0,Severe
32262.0,2016.0,11.0,4.0,5.0,151.0,175.0,2.0,102.0,2100.0,2.0,2.2,1002.6,0.6,E,0.8,324.0,Very Poor
